# ID RA(J2000) DEC(J2000) Z E_Z
        1741  295.4434200   40.3514400 -0.00001627  0.00000143
        1461  295.1680209   40.3005556  0.11239000  0.00011667
         789  295.5684741   40.0756670  0.11458000  0.00025667
         885  295.4798600   40.3906341  0.06496666  0.00015333
        2069  295.3916381   40.3454219  0.09635333  0.00015667
         583  295.2937500   40.0935000 -0.00009850  0.00001187
        2315  295.4003700   40.2904400 -0.00004567  0.00001390
        1317  295.4169845   39.9975995  0.20503999  0.00023333
        2270  295.1630397   40.3363257  0.12809999  0.00021667
         334  295.3919892   39.9991725  0.10961334  0.00030333
         595  295.5547987   40.2969718  0.07766000  0.00020333
         558  295.4226200   40.1432800  0.00001497  0.00000133
        1293  295.5143730   40.2689126  0.10913333  0.00029000
        1008  295.0851246   40.1983994  0.06738000  0.00020000
         632  295.3737493   40.3305955  0.17678334  0.00021333
        1240  295.2807240   40.1370868  0.05652333  0.00013333
        1540  295.5594600   40.2362800  0.00004430  0.00000023
        1392  295.1318789   40.2778858  0.12264334  0.00021667
        1922  295.3419575   40.1499019  0.08760000  0.00043333
        1045  295.3457907   40.0422460  0.08750000  0.00017333
        1909  295.4682900   40.3158600  0.00000727  0.00000177
        1762  295.0996509   40.1231651  0.06068333  0.00024667
        2207  295.4807500   40.0763300  0.00003427  0.00000013
        1942  295.4053700   40.1640600  0.00001030  0.00000090
         492  295.3864872   40.0545868  0.06140000  0.00012667
        2223  295.2738700   39.9997200 -0.00008700  0.00000163
        1359  295.4472336   40.3361233  0.03937333  0.00012000
          48  295.3080000   40.0122800  0.00001917  0.00000083
        1405  295.1835800   40.3031100 -0.00001877  0.00000033
        1309  295.1496646   40.3537081  0.04482667  0.00012667
         914  295.4420400   40.0785600 -0.00011030  0.00000060
          20  295.5024669   40.1634599  0.10455333  0.00026333
         297  295.4878016   40.2312770  0.07213000  0.00021667
         177  295.2680800   40.2984200  0.00005853  0.00000013
        1200  295.1502620   40.0682135  0.02164667  0.00014000
         884  295.2949119   40.2973084  0.17186667  0.00039000
        2214  295.1109117   40.1579398  0.06615333  0.00017333
        2296  295.2906200   40.1123900  0.00000277  0.00000233
         527  295.4037500   40.0892800  0.00001530  0.00000237
         337  295.3510800   40.1299200 -0.00011587  0.00000220
        2068  295.2134612   40.1905593  0.07554334  0.00017333
         944  295.5710800   40.1121100 -0.00009600  0.00000053
         496  295.3423674   40.0364457  0.06354000  0.00011333
        1180  295.3069600   40.0606100  0.00000793  0.00000050
        1532  295.2942648   40.1299521  0.09381000  0.00019333
        1034  295.1874600   40.3318100  0.00012707  0.00000310
        1474  295.4792900   40.1920800  0.00005560  0.00000210
         466  295.5370865   40.1462212  0.05033667  0.00012000
        1713  295.5156700   40.0463900 -0.00007403  0.00000277
        1849  295.2402900   40.3020800 -0.00028037  0.00000133
         104  295.3494200   40.3623600  0.00000580  0.00000023
        1951  295.4214072   40.1550597  0.07172666  0.00022000
         622  295.2071200   40.3090300 -0.00001710  0.00000110
         146  295.4902987   40.3029331  0.04020000  0.00016000
        1079  295.4242100   40.1571900 -0.00003850  0.00000133
        1566  295.1608700   40.2295300  0.00004070  0.00000110
         698  295.5299008   40.1642644  0.05279000  0.00061667
        2152  295.2174599   40.1886384  0.06116667  0.00017333
          72  295.3887900   40.2096900  0.00000987  0.00000077
         903  295.5856810   40.3001437  0.16680001  0.00013000
        2046  295.3595000   40.1799400 -0.00000213  0.00000483
         711  295.3144200   40.1590300  0.00001160  0.00000057
        1369  295.3872535   40.3476112  0.05990667  0.00021333
         589  295.4496792   40.3084433  0.08593334  0.00017333
         850  295.1063583   40.3782138  0.11851333  0.00020333
        1559  295.4750068   40.0515667  0.03604000  0.00027333
         298  295.3535800   40.2150000  0.00001147  0.00000133
        1726  295.3639886   40.0834890  0.12700000  0.00026000
         309  295.3489200   40.1336700  0.00000950  0.00000067
        2134  295.2586200   40.1998300  0.00006637  0.00000250
        1007  295.3106200   40.0565800 -0.00060897  0.00000917
        1637  295.2233300   40.3013900 -0.00006460  0.00000073
        1110  295.3156951   40.3171487  0.10966333  0.00027333
        1767  295.5276952   40.1889856  0.05545000  0.00014000
        2233  295.1958700   40.1328600  0.00000687  0.00000147
        2291  295.4004600   40.2606400 -0.00011067  0.00000040
        2137  295.2852432   40.1462843  0.25048333  0.00043667
         233  295.1201200   40.1716100 -0.00013187  0.00000063
         423  295.3190404   40.2543344  0.06690000  0.00021667
        1450  295.2228300   40.1286100  0.00003240  0.00000243
        1253  295.1615831   40.3382491  0.02362333  0.00021333
        2119  295.2293300   40.3126400  0.00000897  0.00000160
        1204  295.3582100   40.1977200  0.00001130  0.00000183
         357  295.2138700   40.2171700  0.00000413  0.00000250
         403  295.4552500   40.0715300 -0.00003340  0.00000017
        1565  295.5097335   40.1926200  0.11200000  0.00018333
        1471  295.4975619   40.1178655  0.03606000  0.00009667
        2179  295.1796028   40.1233328  0.12373333  0.00022000
        1277  295.0724888   40.2395491  0.17180000  0.00008667
         994  295.1553906   40.2672605  0.07824667  0.00010333
        1860  295.4996570   40.0001130  0.08658667  0.00014000
        2336  295.3483700   40.1772200  0.00000683  0.00000107
         304  295.5087245   40.2489733  0.16026667  0.00021667
        1872  295.4505978   40.3067515  0.03660000  0.00011333
        2342  295.4736066   40.2896049  0.16587999  0.00027000
        1345  295.5642500   40.2753300  0.00005550  0.00000180
        2335  295.3233700   40.1783300  0.00001957  0.00000140
          73  295.3646200   40.3162800 -0.00038827  0.00000043
         978  295.3500000   40.0311700 -0.00000437  0.00000033
        1446  295.2918700   40.3178100 -0.00010080  0.00001103
        1994  295.3896700   40.2391100  0.00000700  0.00000087
        1722  295.4261561   40.2288755  0.12390666  0.00019333
        1596  295.3658774   40.0885723  0.11837000  0.00018333
        2286  295.1713614   40.0286020  0.07437000  0.00013000
        1632  295.3278280   40.1358605  0.07660333  0.00024333
         981  295.1851200   40.1398300 -0.00010423  0.00000090
         596  295.1368477   40.0587903  0.15267000  0.00025667
        1368  295.2920633   40.2150418  0.05653333  0.00017333
        2210  295.5107919   40.3464465  0.06404667  0.00017000
        2409  295.3232600   40.3346804  0.10264666  0.00024333
        1021  295.4237143   40.0421059  0.21859667  0.00036667
        1011  295.5122509   40.2150339  0.07357667  0.00026000
         604  295.2508187   40.2982480  0.20187333  0.00022000
        2032  295.3660800   40.2322800  0.00001250  0.00000113
         198  295.3225800   40.1625300  0.00001597  0.00000153
        1846  295.2617517   39.9816510  0.04875000  0.00021667
         520  295.3859974   40.3321208  0.02362333  0.00021333
        1279  295.3648963   40.0396795  0.12516667  0.00018667
        2277  295.3287218   40.3900939  0.06084667  0.00020000
        1404  295.3390000   40.1834200  0.00000657  0.00000040
         438  295.3279600   40.3171400  0.00001637  0.00000227
        2396  295.1398829   40.2764219  0.12100333  0.00014333
         327  295.4502900   40.3293300 -0.00012873  0.00000013
         679  295.4895264   40.1954281  0.13406667  0.00026000
        2007  295.2702456   40.2332619  0.11878333  0.00024667
        2227  295.3476200   40.1950800  0.00000937  0.00000133
         770  295.1734600   40.2355300  0.00000550  0.00000097
         184  295.1956200   40.1990800  0.00000697  0.00000250
         547  295.4122100   40.1545600  0.00000913  0.00000110
         729  295.1984200   40.1220300  0.00004577  0.00000303
         273  295.1843748   40.1267368  0.12969667  0.00026000
         678  295.5175000   40.0362800 -0.00003950  0.00000013
         370  295.4014021   40.0934619  0.14143333  0.00043333
        2274  295.4714976   40.1280207  0.08019333  0.00011000
         259  295.2731200   40.1139200 -0.00008143  0.00000127
         846  295.2406700   40.2826017  0.12591334  0.00038000
         451  295.0789921   40.3598559  0.11781666  0.00042000
        1271  295.4007900   40.0970800 -0.00008613  0.00000147
        2383  295.1685000   40.3643100 -0.00016713  0.00001537
         788  295.5115537   40.2564106  0.06893333  0.00019333
         840  295.2577654   40.1243139  0.07392333  0.00029333
        1429  295.2463810   40.1018575  0.11669333  0.00024333
         368  295.3637500   40.0818900  0.00000310  0.00000077
        1154  295.3025480   40.0460688  0.06306667  0.00013000
        2149  295.2834673   40.0281500  0.09117000  0.00017667
        1074  295.0935400   40.3221100 -0.00014997  0.00000787
        1414  295.3296200   40.0572500 -0.00016677  0.00000223
         970  295.2590800   40.1285800  0.00000873  0.00000380
         358  295.2554911   40.2318308  0.10163333  0.00034667
          57  295.4501063   40.2504200  0.12622666  0.00024000
        1479  295.1866949   40.2365313  0.20679666  0.00044333
        1592  295.1839900   40.1559147  0.04775667  0.00034333
         362  295.5670800   40.3031100  0.00006553  0.00000730
        2167  295.3056700   40.2518600  0.00001383  0.00000073
         937  295.1342500   40.1047800 -0.00005887  0.00000103
        1158  295.1401700   40.1628900  0.00000580  0.00000133
        2413  295.1919600   40.0236400 -0.00006507  0.00000060
         549  295.5290000   40.1065300 -0.00013143  0.00000027
        1313  295.4670116   40.2237989  0.05853000  0.00018667
        1366  295.5530838   40.2879226  0.01857667  0.00017000
        1927  295.4501086   40.0212422  0.13925000  0.00020667
         163  295.3160194   40.0931794  0.06510333  0.00018333
         565  295.3303700   40.0161100 -0.00011730  0.00000040
         768  295.1405846   40.0805679  0.06126333  0.00016000
        1448  295.2963300   40.2874400 -0.00005453  0.00000133
        1781  295.4429200   40.2832800  0.00004620  0.00000137
         677  295.5530885   40.3650102  0.18176000  0.00040667
        1869  295.3241665   39.9948482  0.13426666  0.00021667
        2136  295.1535000   40.2548100  0.00000643  0.00000063
        1170  295.5325800   40.1600600  0.00009740  0.00000087
        1238  295.2230000   40.1836400 -0.00005697  0.00000023
         630  295.4250427   39.9827340  0.07533666  0.00030000
        1943  295.1940800   40.1919200 -0.00017850  0.00000090
         841  295.5380000   40.2197200  0.00000963  0.00000017
        1500  295.5637500   40.2030300 -0.00007210  0.00000030
         401  295.4746658   40.3435456  0.16746667  0.00017333
        1996  295.2363986   40.2565391  0.09089334  0.00013000
        1191  295.4782500   40.1763100  0.00000987  0.00000243
         382  295.1492100   40.0331700 -0.00013207  0.00007947
        1081  295.3912966   40.2487134  0.05370333  0.00014000
         462  295.2453700   40.2050000  0.00000920  0.00000170
        1385  295.1960417   40.3831200  0.23568000  0.00024333
        2035  295.2407900   40.0547800 -0.00007563  0.00000023
        1668  295.3222100   40.1682200  0.00000787  0.00000133
         696  295.4500532   40.2444000  0.08633333  0.00026000
         993  295.3180400   40.1800300  0.00000417  0.00000057
        2248  295.3358300   40.2047500  0.00001313  0.00000097
        1656  295.2841700   40.2523900  0.00000233  0.00000007
         535  295.2508300   40.3399400  0.00001397  0.00000153
         189  295.3575800   40.2309400 -0.00000300  0.00000160
        1763  295.5685800   40.1345800 -0.00015080  0.00000150
         694  295.2589200   40.2820300 -0.00008887  0.00000103
        2056  295.1627477   40.2965268  0.17018333  0.00029333
        2389  295.3393563   40.3230724  0.07287333  0.00025000
        1032  295.3725800   40.2388900  0.00001070  0.00000020
        1494  295.5452324   40.1669354  0.11837666  0.00014667
         905  295.1743300   40.1398900 -0.00005237  0.00000027
         578  295.4946053   40.2250657  0.07642333  0.00025667
        1939  295.4041674   40.0229865  0.20866667  0.00030333
        2349  295.2710450   40.0641700  0.06264333  0.00028667
        1305  295.5350400   40.3012500  0.00000927  0.00000030
         755  295.2771806   40.2566737  0.07710000  0.00017333
         123  295.2772500   40.1663900  0.00000487  0.00000280
         176  295.2501700   40.0863600  0.00000437  0.00000060
        2273  295.2247500   40.3623100 -0.00009403  0.00000027
        1562  295.3751406   39.9996099  0.11196667  0.00021667
         867  295.2797900   40.2038100  0.00000890  0.00000123
         201  295.4822772   40.3831980  0.03142000  0.00018333
         238  295.4854359   40.1296939  0.13222000  0.00018333
         404  295.2790000   40.2577500 -0.00029977  0.00000507
        1793  295.3138300   40.0296400  0.00007400  0.00000123
         871  295.4866125   39.9914149  0.06021667  0.00017333
         553  295.4985000   40.1555800  0.00002063  0.00000130
        1304  295.5096200   40.1977500  0.00000867  0.00000047
        1740  295.2900083   40.2276201  0.05091667  0.00020667
         517  295.3020081   40.1548806  0.06709334  0.00017667
        2178  295.1495117   40.3700243  0.05810000  0.00018667
         567  295.1808432   40.2893522  0.12105333  0.00043333
        2128  295.5612100   40.0303600  0.00014600  0.00000133
         372  295.3326344   40.1367907  0.17580000  0.00039000
         251  295.5251293   40.0633692  0.07151333  0.00013333
        2030  295.4179305   40.3225483  0.02613333  0.00015333
        1108  295.3242100   40.1800000  0.00001287  0.00000020
        1267  295.1186304   40.3499456  0.04999000  0.00017000
        1432  295.0734551   40.1252132  0.10477667  0.00018333
        1797  295.1768300   40.2947500 -0.00010923  0.00000213
        2113  295.2080877   40.1717119  0.07211334  0.00011667
        1911  295.4304600   40.1534400 -0.00020817  0.00000077
        1734  295.3257819   40.2514176  0.24401000  0.00012000
         942  295.3340882   40.2027187  0.10126334  0.00014333
        1321  295.5442100   40.2675800  0.00011537  0.00000140
        1509  295.4516200   40.2891400  0.00009390  0.00000267
          96  295.1274009   40.2720563  0.08763333  0.00026333
         963  295.2943300   40.2560300  0.00000423  0.00000633
        1738  295.0979297   40.0967131  0.06680667  0.00015333
        1599  295.4437869   40.0084850  0.15945333  0.00019000
         441  295.3811905   40.0085072  0.17075001  0.00019000
        1173  295.3705400   40.3499700  0.00000910  0.00000087
        1444  295.1984498   40.0090021  0.06494334  0.00012667
        1896  295.0931700   40.0352500 -0.00012553  0.00000157
        1513  295.3280000   40.0783600  0.00000670  0.00000083
        1006  295.3280484   40.2749605  0.10787667  0.00015667
        2213  295.4785757   39.9857883  0.13478667  0.00020667
          21  295.4329600   40.2813300 -0.00004193  0.00000053
         948  295.4063280   40.1964652  0.05912333  0.00010000
         519  295.5196200   40.3225600 -0.00010843  0.00000123
        2042  295.2854600   40.2379200  0.00001000  0.00000200
        1075  295.1897439   40.0904552  0.10538667  0.00015333
         353  295.4554651   39.9914795  0.04296667  0.00021667
        1112  295.4410772   40.1619421  0.10531000  0.00041000
        1677  295.3133700   40.2252200 -0.00000403  0.00000227
        2129  295.4857415   40.1451535  0.10970667  0.00020333
        1973  295.2254885   40.3183309  0.09726667  0.00013000
         168  295.2984200   40.0901100 -0.00002157  0.00000057
        1013  295.0878949   40.2654820  0.10689667  0.00015333
        1981  295.3767500   40.2379200  0.00000347  0.00000103
        1756  295.4513300   40.1679400 -0.00001380  0.00000133
         224  295.3805492   40.3833710  0.02956667  0.00013000
         459  295.4203341   40.2547400  0.10556334  0.00026333
         961  295.3819600   40.3435800  0.00005263  0.00000053
        1931  295.5571200   40.0607500  0.00001583  0.00000030
        2231  295.1990807   40.3574594  0.04430667  0.00010333
         247  295.1625000   40.1601100  0.00000883  0.00000060
        1441  295.3458511   40.1832496  0.06970333  0.00021667
        1403  295.4905685   40.3144350  0.04923000  0.00019000
         645  295.2184600   40.0890300  0.00000380  0.00000147
        1751  295.2346283   40.2473194  0.24428667  0.00039333
        1348  295.3505948   40.1659130  0.10585333  0.00021667
        1925  295.3892900   40.3126700  0.00000557  0.00000120
        2397  295.4279200   40.3419700 -0.00016790  0.00001127
         953  295.5680400   40.0978600  0.00001463  0.00000063
         640  295.4651200   40.0724400  0.00000540  0.00000260
         447  295.3721010   40.1418976  0.12417000  0.00016333
        1122  295.1365800   40.1859200 -0.00014263  0.00000187
        1391  295.3933925   40.1208724  0.04600000  0.00017333
        1357  295.3863700   40.1528100  0.00000990  0.00000030
         533  295.5408700   40.1103600 -0.00008270  0.00000077
        2102  295.5307500   40.0278600 -0.00009337  0.00000073
         798  295.2321960   39.9983789  0.16688000  0.00027333
        1571  295.4001200   40.1056900 -0.00017890  0.00000070
        1019  295.2096390   39.9898716  0.02780333  0.00014333
         917  295.3590000   40.3121100 -0.00005510  0.00000213
         690  295.5540809   40.2397821  0.08920000  0.00013000
         419  295.2989600   40.2773300  0.00002683  0.00000063
         854  295.0992500   40.2814400  0.00000810  0.00000057
         880  295.1915691   40.0195167  0.09060000  0.00017333
        2146  295.3037883   40.2460316  0.11520000  0.00017333
        2337  295.4325321   40.0141127  0.10086000  0.00025667
        1784  295.4560400   40.1981700 -0.00002120  0.00001797
        1993  295.5769023   40.2269956  0.10462666  0.00024667
        1893  295.4470048   40.3755770  0.09936666  0.00021667
        2295  295.0887500   40.0539200 -0.00005057  0.00000040
        2036  295.4318372   40.1436002  0.18644667  0.00019333
         214  295.2743300   40.0512500 -0.00010783  0.00000873
        1520  295.4542145   40.0200715  0.09807333  0.00016000
        1774  295.1796590   40.0737859  0.03589000  0.00017333
         448  295.5414260   40.2709167  0.06613334  0.00013000
         107  295.3916497   40.0311920  0.05936000  0.00020000
        1551  295.4383300   40.0877500 -0.00003753  0.00000217
        1018  295.3455400   40.1882500 -0.00000313  0.00000120
        1671  295.5682500   40.1929200  0.00005627  0.00000063
         239  295.0748405   40.0019367  0.02514000  0.00014000
        1301  295.1131744   40.3224645  0.15120333  0.00043667
         199  295.0918318   40.0642504  0.15210667  0.00033000
        1117  295.2078300   40.0700800  0.00001547  0.00000047
        1437  295.2274984   40.1608670  0.12729999  0.00019000
        1613  295.3970800   40.0030000 -0.00001267  0.00000040
          77  295.5515398   40.3428804  0.06530000  0.00013000
         316  295.3418260   40.2955519  0.13730000  0.00026000
         453  295.3723700   40.0591419  0.06540667  0.00011333
        1430  295.2386496   40.1760750  0.02026333  0.00008667
         745  295.3975400   40.1820600  0.00002233  0.00003327
         524  295.4516604   40.0571862  0.11763000  0.00019333
         659  295.2815000   40.2021700  0.00000793  0.00000147
        1330  295.2785089   40.2214577  0.16356666  0.00014000
         609  295.2850400   40.1957800  0.00001030  0.00000133
        1812  295.3725591   40.2598860  0.09958667  0.00014333
        1995  295.5556941   40.0631401  0.12059333  0.00022000
        2318  295.4845033   40.0466190  0.14433333  0.00020000
         760  295.0785340   40.1208432  0.04517333  0.00018333
        2367  295.2682672   40.3332187  0.16360334  0.00015667
        2392  295.4125520   40.0908353  0.09553000  0.00015667
         962  295.1887100   40.2381900 -0.00034557  0.00000057
        1708  295.1840000   39.9936900 -0.00000267  0.00000017
        2344  295.4224200   40.1355000  0.00000617  0.00000073
         666  295.1916700   40.1891400 -0.00007290  0.00000160
         464  295.1498695   40.3653175  0.07261334  0.00020333
        2064  295.5394790   40.0548523  0.07146667  0.00014000
         752  295.2138753   40.2184515  0.07081667  0.00020000
        1183  295.5033956   40.0165990  0.06827667  0.00025667
         703  295.5729963   40.3208911  0.24417667  0.00053000
        1488  295.4022188   40.2525081  0.07435333  0.00026000
        1936  295.3755943   40.2876797  0.23289333  0.00029333
        1055  295.3697500   40.2405000  0.00001390  0.00000167
         499  295.2799200   40.2137500  0.00000510  0.00000170
        1347  295.3982900   40.1126400  0.00003967  0.00000040
        1687  295.2808300   40.2446900  0.00000197  0.00000113
        1755  295.4803611   40.3086860  0.07529333  0.00021333
        2009  295.5196890   40.0343423  0.13840000  0.00017333
        1251  295.5215400   40.1347500 -0.00005063  0.00000077
        1381  295.5079200   40.2409400 -0.00018143  0.00000263
         938  295.3852500   40.1071900 -0.00004050  0.00000370
         190  295.4073783   40.1333264  0.17603999  0.00024000
        1968  295.4265722   40.2483204  0.06536666  0.00020667
         171  295.3925000   40.2031700  0.00000747  0.00000333
        1510  295.4997870   40.0992652  0.24554333  0.00046667
         674  295.1212399   40.1142068  0.06303667  0.00024667
         766  295.2287500   40.0188300  0.00000823  0.00000143
         510  295.3262100   40.1381400 -0.00009430  0.00000667
         950  295.4496201   40.3665674  0.05819667  0.00017333
        1504  295.0989162   40.3228731  0.13806666  0.00017333
        1155  295.5017170   40.0505315  0.07984333  0.00034333
         531  295.3125800   40.2377800  0.00001177  0.00000027
        2074  295.2566200   40.2575000  0.00000577  0.00000140
         709  295.2933700   40.1148300  0.00002667  0.00000100
        1901  295.2844600   40.1772500 -0.00017660  0.00000183
        1209  295.5100470   40.2872046  0.06660000  0.00016333
         836  295.3813359   40.0325352  0.06787667  0.00013333
        1706  295.0730412   40.2137243  0.05247333  0.00029333
         110  295.1292900   40.1073900  0.00000313  0.00000117
         217  295.3906700   40.1595000  0.00000550  0.00000067
         778  295.3276700   40.3659200 -0.00065397  0.00001103
        1724  295.4309633   40.3412933  0.06253333  0.00008667
        1808  295.2778300   40.2021400  0.00005440  0.00000033
        1322  295.4325000   40.0298100 -0.00019063  0.00000090
         103  295.2620400   40.1789200  0.00001603  0.00000117
        2159  295.1373300   40.0407200 -0.00013683  0.00000037
        1652  295.1127500   40.1191400  0.00000363  0.00000093
        2057  295.3524237   40.1529107  0.07823333  0.00017333
        1633  295.4927810   40.2878316  0.06866667  0.00024333
         809  295.1388862   40.1716093  0.05433333  0.00030333
        1109  295.2341030   40.3909195  0.06624667  0.00011667
        1959  295.4163316   40.1341865  0.05780000  0.00014667
        1544  295.2695000   40.2422200 -0.00000003  0.00000330
         737  295.1672100   40.2383300 -0.00006077  0.00000093
         211  295.1776200   40.2856900 -0.00006720  0.00006507
        1827  295.1144106   40.0881163  0.12590334  0.00029000
        1979  295.2866841   40.1765896  0.13075000  0.00017333
        1855  295.1319600   40.0642200 -0.00008323  0.00000030
          55  295.4801200   40.2499200 -0.00000017  0.00000140
           7  295.4751614   40.0245600  0.18948001  0.00019333
         240  295.2552579   40.3020900  0.06408667  0.00015333
         335  295.2947100   40.1126900 -0.00052367  0.00000280
        1863  295.2277202   40.3111417  0.09901000  0.00021667
        1743  295.3104200   40.0106900 -0.00016807  0.00000193
         796  295.2742100   40.1808900  0.00000477  0.00000043
         896  295.4982690   40.0106166  0.12876999  0.00021667
        1937  295.2597258   40.1680344  0.11239666  0.00030667
        1558  295.1642687   40.3511397  0.17170334  0.00020667
        1099  295.2169293   40.0237258  0.10140333  0.00014667
         620  295.4275788   40.1846709  0.11563667  0.00036000
        2299  295.3299467   40.0273949  0.10416666  0.00021667
         250  295.4610000   40.2669400  0.00001250  0.00000070
        2184  295.2655000   40.1006400 -0.00020470  0.00002177
        1628  295.5415692   40.1596674  0.11213333  0.00039000
         982  295.2705140   40.0189717  0.09595667  0.00020000
        1069  295.5832226   40.2988580  0.10851666  0.00027333
        1190  295.3327500   40.1526900  0.00000260  0.00000093
        1777  295.5498700   40.3311900  0.00000890  0.00000067
         323  295.4300044   40.2862283  0.08760000  0.00043333
         680  295.2230800   40.1673300  0.00000947  0.00000110
          89  295.3583700   40.2080300  0.00006820  0.00003200
        2206  295.1283867   40.1786807  0.06432334  0.00011667
        2263  295.2112751   40.1758400  0.15744667  0.00024333
        2116  295.3550800   40.0180000  0.00001023  0.00000257
         946  295.5188300   40.2491700 -0.00003567  0.00000203
        1067  295.1174958   40.2311182  0.03690667  0.00017333
        2072  295.1877589   40.2689958  0.06732000  0.00021333
        1407  295.5595612   40.0161185  0.07666667  0.00021667
        1928  295.2790800   40.0056400  0.00001840  0.00000073
        1990  295.3330400   40.2061900  0.00001180  0.00000170
         364  295.1692684   40.3219853  0.09364000  0.00024333
        1881  295.4968300   40.1743900 -0.00005397  0.00000253
         574  295.3842124   40.1162854  0.08405667  0.00007000
         342  295.3398300   40.1535000 -0.00002307  0.00004383
         868  295.1634600   40.2119700 -0.00040453  0.00000587
         839  295.2316700   40.1908900  0.00000587  0.00000043
        1674  295.1320515   40.1903666  0.07650000  0.00021667
         647  295.2463002   40.0999375  0.13416333  0.00026333
        1439  295.4855125   40.2368953  0.05533667  0.00011000
        2001  295.2549902   40.0285555  0.06316000  0.00016000
         998  295.2143300   40.3692800  0.00008740  0.00000067
        1591  295.4428171   40.1032377  0.14128333  0.00018333
        2013  295.5501700   40.3007800  0.00001053  0.00000030
        1838  295.3269600   40.2093300  0.00003727  0.00002933
        1254  295.4468786   40.0924299  0.08903667  0.00026333
         475  295.4500526   40.2558486  0.08575667  0.00020333
         783  295.3787897   40.2570662  0.11062000  0.00018333
        2412  295.3261700   40.1178300  0.00001157  0.00000087
        1679  295.2371295   40.0197801  0.08933333  0.00017333
         391  295.3426200   40.2789400  0.00000780  0.00000080
         227  295.4832500   40.2655800 -0.00003347  0.00000230
          30  295.3264600   40.1465000  0.00000597  0.00000073
        2259  295.3547900   40.1900000  0.00001243  0.00000043
         328  295.3992900   40.2054200  0.00001517  0.00000183
        2123  295.3096572   40.2297103  0.11975333  0.00020667
         512  295.1433369   40.3511988  0.06581666  0.00023333
         122  295.4094600   40.1631100  0.00000557  0.00000150
         922  295.3666700   40.1785000  0.00000733  0.00000003
        2371  295.1602500   40.3407800 -0.00006290  0.00000407
        1302  295.2866339   40.0447944  0.11846000  0.00020333
        1555  295.4452100   40.3406900  0.00003030  0.00000053
        1473  295.5661011   40.1682581  0.13770001  0.00021667
        1042  295.3628300   40.2078600  0.00000187  0.00000070
        1262  295.1356700   40.3432200  0.00003020  0.00000133
        1991  295.2081200   39.9929200 -0.00015310  0.00000100
        1609  295.0989761   40.0118031  0.16739000  0.00027667
        1236  295.0896700   40.1826100 -0.00013900  0.00000037
         275  295.3701749   40.0364092  0.04076667  0.00017667
        2262  295.1098572   40.1964112  0.03141667  0.00013333
        2200  295.3006200   40.3155600 -0.00007540  0.00000060
        2261  295.4076200   40.0738600 -0.00008297  0.00000040
        1517  295.5285400   40.1661700 -0.00000010  0.00000020
           3  295.3200400   40.3421700 -0.00002337  0.00000177
         901  295.2568700   40.1310300 -0.00030977  0.00000273
         232  295.4541547   40.1672862  0.13760333  0.00031333
         113  295.1450800   40.3328900 -0.00026643  0.00000217
         787  295.2701200   40.3058100  0.00001163  0.00000087
        1098  295.2054600   40.3240800  0.00008090  0.00000140
         112  295.3022100   40.2081100  0.00000337  0.00000020
        2278  295.5026106   40.1850661  0.11902000  0.00017000
        1822  295.2337100   40.2112800 -0.00026023  0.00001400
         500  295.3150505   40.0467644  0.18240000  0.00043333
        1393  295.0737499   40.0873720  0.11946667  0.00027000
        2019  295.5631273   40.3121074  0.01804000  0.00019000
         390  295.4197277   40.2408838  0.05476333  0.00013000
        1300  295.4573700   40.3360600 -0.00003093  0.00000770
         129  295.5388700   40.0095800 -0.00026610  0.00000037
         910  295.1227874   40.2745868  0.12380000  0.00017333
         750  295.3398221   40.3608213  0.09038000  0.00011333
        1518  295.3497900   40.3213900 -0.00006593  0.00000337
        1145  295.3969360   40.1721445  0.10217000  0.00027333
        1988  295.2409600   40.1576100  0.00003100  0.00000430
        1753  295.5561864   40.3591923  0.07219333  0.00013000
         183  295.2785000   40.2437800  0.00000923  0.00000033
        1241  295.5228300   40.3687500 -0.00011430  0.00000047
         777  295.2944180   40.0498189  0.11715667  0.00043333
        1977  295.3085000   40.1929200  0.00000613  0.00000033
         863  295.5390876   40.1314598  0.05653333  0.00017333
         427  295.4618066   40.0826204  0.05348000  0.00012667
         417  295.3961993   40.3550973  0.10223334  0.00036000
         748  295.4965400   40.1372800  0.00003803  0.00000023
        2077  295.1953589   40.3886367  0.19132666  0.00024333
        1867  295.2194600   40.1269200 -0.00016563  0.00000037
        2101  295.1378900   40.3200675  0.05120333  0.00015667
        1768  295.2783421   40.1755683  0.06393334  0.00030333
         332  295.5695517   40.2994943  0.10633333  0.00030333
        1409  295.5581700   40.3397200  0.00000190  0.00000467
         906  295.3885955   40.0452495  0.06453333  0.00017333
        1688  295.1055800   40.2431400  0.00000880  0.00000057
        2355  295.3180400   40.1046900 -0.00001010  0.00000097
        1999  295.4945400   40.1121400  0.00000597  0.00000050
        1830  295.4621403   40.1267393  0.12180000  0.00026000
         739  295.1574531   40.2838139  0.10333000  0.00032667
        2308  295.1390264   40.2541241  0.10113667  0.00033000
         965  295.1740750   40.0301770  0.14990000  0.00026000
         638  295.2099967   40.2055451  0.11590333  0.00026000
         294  295.3384200   40.1513600  0.00000630  0.00000133
        1495  295.3922764   40.1613879  0.11444333  0.00030000
          74  295.3642239   40.2171166  0.14695667  0.00024667
          24  295.2785800   40.1629200  0.00000180  0.00000157
        2145  295.4714934   40.0107165  0.10479333  0.00024333
